scenario_id,domain,task,assistant,speaker,turn_index,t_min,joy,trust,fear,anger,sadness,disgust,surprise,anticipation,positive,negative
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,User,9,4.444444444444445,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,Booking,10,4.444444444444445,0.1034482758620689,0.2068965517241379,0.0,0.0,0.0,0.0,0.1379310344827586,0.2068965517241379,0.3103448275862069,0.0344827586206896
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,User,11,5.555555555555555,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,Booking,12,5.555555555555555,0.1969696969696969,0.0909090909090909,0.0303030303030303,0.0151515151515151,0.0454545454545454,0.0,0.0909090909090909,0.1666666666666666,0.3484848484848485,0.0151515151515151
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,User,13,6.666666666666667,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,Booking,14,6.666666666666667,0.12,0.16,0.0,0.0,0.02,0.02,0.12,0.2,0.34,0.02
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,User,15,7.777777777777779,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.25,0.125
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,Booking,16,7.777777777777779,0.0,0.15,0.0,0.0,0.05,0.0,0.05,0.2,0.5,0.05
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,User,17,8.88888888888889,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,Booking,18,8.88888888888889,0.2553191489361702,0.2340425531914893,0.0,0.0,0.0,0.0,0.0212765957446808,0.0638297872340425,0.425531914893617,0.0
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,User,19,10.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
Task3.1 Booking,Travel & Tourism,Budget itinerary recommendation,Booking Assistant,Booking,20,10.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,1,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.25,0.25,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,2,0.0,0.1774193548387097,0.0967741935483871,0.032258064516129,0.0161290322580645,0.032258064516129,0.0,0.0806451612903225,0.1774193548387097,0.3709677419354839,0.0161290322580645
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,3,1.1111111111111112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,4,1.1111111111111112,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.4285714285714285,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,5,2.2222222222222223,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,6,2.2222222222222223,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0833333333333333,0.0,0.5833333333333334,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,7,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,8,3.333333333333333,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,0.0,0.2352941176470588,0.0588235294117647,0.4117647058823529,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,9,4.444444444444445,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,10,4.444444444444445,0.1034482758620689,0.2068965517241379,0.0,0.0,0.0,0.0,0.1379310344827586,0.2068965517241379,0.3103448275862069,0.0344827586206896
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,11,5.555555555555555,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,12,5.555555555555555,0.1969696969696969,0.0909090909090909,0.0303030303030303,0.0151515151515151,0.0454545454545454,0.0,0.0909090909090909,0.1666666666666666,0.3484848484848485,0.0151515151515151
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,13,6.666666666666667,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,14,6.666666666666667,0.12,0.16,0.0,0.0,0.02,0.02,0.12,0.2,0.34,0.02
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,15,7.777777777777779,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.25,0.125
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,16,7.777777777777779,0.0,0.15,0.0,0.0,0.05,0.0,0.05,0.2,0.5,0.05
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,17,8.88888888888889,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,18,8.88888888888889,0.2553191489361702,0.2340425531914893,0.0,0.0,0.0,0.0,0.0212765957446808,0.0638297872340425,0.425531914893617,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,User,19,10.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
Task3.2 Booking,Travel & Tourism,Hotel delay/refund advice,Booking Assistant,Booking,20,10.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,2,0.0,0.058252427184466,0.145631067961165,0.0679611650485436,0.0679611650485436,0.0679611650485436,0.0485436893203883,0.058252427184466,0.174757281553398,0.2135922330097087,0.0970873786407767
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,3,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,4,1.25,0.0493827160493827,0.1851851851851851,0.074074074074074,0.0617283950617283,0.0864197530864197,0.0246913580246913,0.037037037037037,0.074074074074074,0.2716049382716049,0.1358024691358024
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,5,2.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,6,2.5,0.0958904109589041,0.2191780821917808,0.0821917808219178,0.0684931506849315,0.0410958904109589,0.0273972602739726,0.0410958904109589,0.1095890410958904,0.2191780821917808,0.0958904109589041
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,7,3.75,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,8,3.75,0.0769230769230769,0.1758241758241758,0.0329670329670329,0.0989010989010989,0.0549450549450549,0.0439560439560439,0.0659340659340659,0.1208791208791208,0.2417582417582417,0.0879120879120879
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,10,5.0,0.044776119402985,0.1641791044776119,0.044776119402985,0.0746268656716417,0.0895522388059701,0.044776119402985,0.0149253731343283,0.1492537313432835,0.1940298507462686,0.1791044776119403
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,11,6.25,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,12,6.25,0.0508474576271186,0.1186440677966101,0.0847457627118644,0.1101694915254237,0.0762711864406779,0.0847457627118644,0.059322033898305,0.0677966101694915,0.1610169491525423,0.1864406779661017
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,13,7.5,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,14,7.5,0.0363636363636363,0.2727272727272727,0.0727272727272727,0.0545454545454545,0.0181818181818181,0.0,0.0181818181818181,0.0727272727272727,0.2727272727272727,0.1818181818181818
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,15,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,16,8.75,0.0697674418604651,0.1627906976744186,0.0465116279069767,0.0465116279069767,0.0465116279069767,0.0232558139534883,0.0465116279069767,0.1627906976744186,0.2558139534883721,0.1395348837209302
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,User,17,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Task 3.2 gemini,Travel & Tourism,Hotel delay/refund advice,Gemini,Gemini,18,10.0,0.0133333333333333,0.16,0.0933333333333333,0.08,0.12,0.0533333333333333,0.04,0.0933333333333333,0.1333333333333333,0.2133333333333333
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,2,0.0,0.0666666666666666,0.1333333333333333,0.1,0.0333333333333333,0.1,0.0,0.0333333333333333,0.0666666666666666,0.4,0.0666666666666666
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,3,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,4,0.8333333333333334,0.1052631578947368,0.1052631578947368,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0526315789473684,0.1578947368421052,0.4210526315789473,0.0526315789473684
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,5,1.6666666666666667,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,6,1.6666666666666667,0.1111111111111111,0.1111111111111111,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0555555555555555
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,7,2.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,8,2.5,0.1805555555555555,0.1666666666666666,0.0555555555555555,0.0,0.0416666666666666,0.0,0.0694444444444444,0.0833333333333333,0.3611111111111111,0.0416666666666666
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,9,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,10,3.333333333333333,0.088235294117647,0.2647058823529412,0.0,0.0588235294117647,0.0,0.0,0.0294117647058823,0.0588235294117647,0.4705882352941176,0.0294117647058823
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,11,4.166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,12,4.166666666666667,0.1666666666666666,0.2291666666666666,0.0,0.0208333333333333,0.0416666666666666,0.0,0.0208333333333333,0.1041666666666666,0.3541666666666667,0.0625
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,13,5.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,14,5.0,0.1153846153846153,0.173076923076923,0.0384615384615384,0.0769230769230769,0.0384615384615384,0.0192307692307692,0.0769230769230769,0.1923076923076923,0.2115384615384615,0.0576923076923076
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,15,5.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,16,5.833333333333334,0.0757575757575757,0.0909090909090909,0.0757575757575757,0.0909090909090909,0.0454545454545454,0.0303030303030303,0.0606060606060606,0.1666666666666666,0.2575757575757575,0.106060606060606
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,17,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,18,6.666666666666667,0.1041666666666666,0.2708333333333333,0.0208333333333333,0.0416666666666666,0.0208333333333333,0.0416666666666666,0.0208333333333333,0.0625,0.3333333333333333,0.0833333333333333
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,19,7.5,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,20,7.5,0.037037037037037,0.074074074074074,0.037037037037037,0.037037037037037,0.1481481481481481,0.0,0.074074074074074,0.037037037037037,0.3333333333333333,0.2222222222222222
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,21,8.333333333333334,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,22,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,23,9.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,24,9.166666666666668,0.1111111111111111,0.1388888888888889,0.0555555555555555,0.0277777777777777,0.0555555555555555,0.0,0.1111111111111111,0.1388888888888889,0.2777777777777778,0.0833333333333333
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,User,25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Task 3.1 gemini,Travel & Tourism,Museum itinerary recommendation,Gemini,Gemini,26,10.0,0.1764705882352941,0.1176470588235294,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.0,0.0588235294117647,0.1764705882352941,0.3529411764705882,0.0294117647058823
